Shaft Encoder(cm),Axial_Sig,Radial_Sig,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,Sensor26,Sensor27,Sensor28,Sensor29,Sensor30,Sensor31,Sensor32
284.6962,1733.15,703.26,1031.25,1023.44,898.44,1007.81,992.19,1015.63,1023.44,976.56,1031.25,960.94,1054.69,1078.13,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1906.25,1031.25,960.94,960.94,960.94,976.56,968.75,984.38,984.38,882.81,929.69,984.38,984.38,976.56
284.8477,1732.73,699.57,1031.25,1023.44,898.44,1000,992.19,1015.63,1015.63,992.19,1039.06,945.31,1062.5,1085.94,1960.94,1109.38,1992.19,1000,1062.5,1062.5,1906.25,1031.25,953.13,960.94,953.13,968.75,968.75,984.38,976.56,882.81,929.69,976.56,976.56,968.75
284.9992,1730.2,695.27,1023.44,1023.44,906.25,1000,992.19,1007.81,1015.63,984.38,1039.06,953.13,1054.69,1078.13,1960.94,1117.19,1992.19,1000,1070.31,1054.69,1906.25,1023.44,960.94,953.13,960.94,976.56,968.75,984.38,992.19,882.81,929.69,976.56,984.38,968.75
285.1128,1730.43,692.86,1023.44,1031.25,906.25,1007.81,1000,1000,1031.25,984.38,1039.06,960.94,1054.69,1078.13,1960.94,1117.19,1992.19,992.19,1070.31,1070.31,1906.25,1023.44,953.13,953.13,968.75,968.75,968.75,984.38,976.56,890.63,921.88,976.56,984.38,976.56
285.2643,1735.12,692.12,1031.25,1031.25,906.25,1007.81,992.19,1023.44,1007.81,984.38,1031.25,960.94,1054.69,1078.13,1968.75,1117.19,1992.19,1000,1062.5,1062.5,1906.25,1031.25,960.94,960.94,960.94,976.56,968.75,984.38,992.19,882.81,921.88,984.38,984.38,976.56
285.4158,1732.15,692.38,1023.44,1031.25,898.44,1007.81,992.19,1015.63,1031.25,992.19,1031.25,953.13,1062.5,1078.13,1960.94,1125,1992.19,992.19,1062.5,1062.5,1789.06,1023.44,953.13,960.94,960.94,976.56,968.75,976.56,976.56,882.81,929.69,984.38,984.38,976.56
285.5294,1727.22,691.82,1031.25,1031.25,906.25,1007.81,992.19,1015.63,1023.44,976.56,1039.06,953.13,1054.69,1078.13,1953.13,1117.19,1992.19,1000,1070.31,1054.69,1906.25,1023.44,968.75,960.94,953.13,976.56,968.75,968.75,984.38,890.63,929.69,984.38,984.38,976.56
285.6809,1726.21,691.78,1031.25,1023.44,906.25,1000,992.19,1007.81,1023.44,984.38,1039.06,960.94,1062.5,1078.13,1960.94,1117.19,1992.19,992.19,1062.5,1054.69,1906.25,1023.44,968.75,960.94,960.94,976.56,960.94,976.56,976.56,890.63,929.69,984.38,984.38,968.75
285.7945,1725.08,692.55,1031.25,1031.25,906.25,1015.63,992.19,1000,1023.44,984.38,1039.06,953.13,1062.5,1078.13,1960.94,1117.19,1992.19,984.38,1070.31,1054.69,1906.25,1023.44,960.94,960.94,960.94,976.56,968.75,976.56,992.19,882.81,929.69,984.38,984.38,976.56
285.946,1726.5,693.22,1023.44,1023.44,906.25,1007.81,992.19,1015.63,1015.63,984.38,1039.06,945.31,1054.69,1085.94,1960.94,1125,1992.19,1000,1070.31,1062.5,1851.56,1031.25,968.75,960.94,960.94,968.75,968.75,976.56,976.56,882.81,929.69,984.38,984.38,976.56
286.0975,1728.36,692.57,1023.44,1023.44,890.63,1007.81,1000,1007.81,1023.44,984.38,1039.06,960.94,1062.5,1085.94,1960.94,1117.19,1992.19,992.19,1070.31,1062.5,1906.25,1031.25,968.75,968.75,960.94,976.56,960.94,976.56,984.38,882.81,929.69,976.56,984.38,976.56
286.2111,1729.95,692.41,1031.25,1031.25,914.06,1007.81,992.19,1007.81,1023.44,976.56,1039.06,953.13,1062.5,1085.94,1960.94,1117.19,1992.19,992.19,1062.5,1054.69,1906.25,1031.25,960.94,960.94,953.13,976.56,976.56,976.56,984.38,890.63,929.69,968.75,984.38,984.38
286.3626,1730.29,692.72,1023.44,1023.44,898.44,1007.81,992.19,1007.81,1023.44,984.38,1031.25,953.13,1062.5,1078.13,1960.94,1109.38,1992.19,1000,1070.31,1062.5,1914.06,1031.25,968.75,960.94,960.94,968.75,968.75,976.56,984.38,882.81,929.69,984.38,984.38,976.56
286.5141,1730.43,691.65,1023.44,1023.44,898.44,1000,1000,1007.81,1023.44,992.19,1046.88,953.13,1054.69,1085.94,1960.94,1125,1992.19,992.19,1062.5,1054.69,1914.06,1031.25,953.13,960.94,953.13,976.56,968.75,976.56,984.38,882.81,929.69,984.38,984.38,968.75
286.6277,1731.2,691.18,1023.44,1023.44,898.44,1000,992.19,1015.63,1007.81,984.38,1039.06,960.94,1054.69,1085.94,1968.75,1117.19,1992.19,992.19,1070.31,1062.5,1945.31,1031.25,960.94,960.94,968.75,976.56,968.75,984.38,976.56,882.81,929.69,984.38,984.38,976.56
286.7792,1727.14,691.69,1023.44,1023.44,906.25,1000,992.19,1015.63,1023.44,976.56,1039.06,953.13,1046.88,1070.31,1960.94,1109.38,1992.19,984.38,1062.5,1054.69,1960.94,1023.44,960.94,968.75,953.13,976.56,968.75,976.56,976.56,882.81,929.69,984.38,984.38,976.56
286.8929,1724.89,690.75,1023.44,1015.63,906.25,1007.81,1000,1015.63,1023.44,992.19,1039.06,960.94,1062.5,1078.13,1960.94,1117.19,1992.19,992.19,1062.5,1054.69,1906.25,1031.25,960.94,960.94,960.94,976.56,968.75,976.56,984.38,882.81,929.69,976.56,984.38,976.56
287.0444,1726.16,687.62,1015.63,1023.44,898.44,1000,1000,1015.63,1023.44,976.56,1039.06,960.94,1046.88,1078.13,1960.94,1117.19,1992.19,1000,1070.31,1054.69,1937.5,1031.25,960.94,968.75,960.94,968.75,968.75,976.56,976.56,882.81,929.69,953.13,984.38,976.56
287.158,1725.59,683.02,1023.44,1031.25,906.25,1000,1000,1007.81,1007.81,992.19,1031.25,953.13,1054.69,1078.13,1953.13,1109.38,1992.19,992.19,1070.31,1062.5,1914.06,1031.25,960.94,953.13,953.13,968.75,968.75,976.56,984.38,882.81,921.88,976.56,984.38,976.56
287.3095,1724.66,680.74,1015.63,1023.44,898.44,1007.81,984.38,1015.63,1023.44,976.56,1039.06,960.94,1054.69,1078.13,1960.94,1117.19,1992.19,984.38,1062.5,1062.5,1906.25,1031.25,968.75,953.13,960.94,968.75,960.94,976.56,976.56,875,929.69,984.38,984.38,984.38
287.4231,1725.75,681.32,1023.44,1023.44,906.25,1015.63,992.19,1007.81,1023.44,992.19,1046.88,953.13,1062.5,1078.13,1960.94,1117.19,1992.19,992.19,1062.5,1062.5,1906.25,1031.25,960.94,960.94,960.94,968.75,960.94,976.56,984.38,875,937.5,984.38,976.56,984.38
287.5746,1728.07,681.89,1023.44,1031.25,898.44,1007.81,992.19,1015.63,1031.25,984.38,1031.25,953.13,1054.69,1078.13,1960.94,1109.38,1992.19,992.19,1062.5,1062.5,1906.25,1031.25,953.13,960.94,960.94,976.56,960.94,976.56,984.38,882.81,929.69,984.38,984.38,976.56
287.6882,1731.4,681.18,1023.44,1031.25,906.25,1007.81,992.19,1015.63,1031.25,976.56,1046.88,960.94,1054.69,1078.13,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1882.81,1039.06,960.94,960.94,953.13,976.56,960.94,976.56,976.56,882.81,929.69,984.38,984.38,976.56
287.8018,1735.64,679.64,1023.44,1031.25,898.44,1007.81,1007.81,1023.44,1015.63,992.19,1031.25,960.94,1046.88,1070.31,1960.94,1109.38,1992.19,992.19,1062.5,1054.69,1914.06,1039.06,960.94,968.75,953.13,976.56,960.94,968.75,984.38,882.81,929.69,976.56,984.38,976.56
287.9533,1735.64,676.44,1023.44,1023.44,898.44,1000,992.19,1015.63,1023.44,984.38,1046.88,960.94,1046.88,1078.13,1960.94,1109.38,1992.19,992.19,1070.31,1054.69,1906.25,1039.06,953.13,960.94,953.13,968.75,960.94,976.56,984.38,882.81,921.88,976.56,984.38,976.56
288.0669,1733.61,674.08,1031.25,1023.44,906.25,1000,992.19,1000,1023.44,984.38,1039.06,960.94,1054.69,1070.31,1968.75,1109.38,1992.19,1000,1062.5,1062.5,1906.25,1039.06,960.94,960.94,953.13,968.75,960.94,976.56,984.38,882.81,929.69,984.38,992.19,968.75
288.2184,1733.26,673.83,1031.25,1023.44,898.44,1007.81,992.19,1015.63,1023.44,984.38,1046.88,953.13,1062.5,1070.31,1960.94,1117.19,1992.19,984.38,1070.31,1070.31,1906.25,1023.44,960.94,960.94,953.13,968.75,960.94,976.56,976.56,882.81,929.69,984.38,992.19,976.56
288.4836,1733.2,674.49,1023.44,1023.44,898.44,1000,992.19,1015.63,1031.25,984.38,1046.88,960.94,1054.69,1070.31,1960.94,1109.38,1992.19,992.19,1062.5,1062.5,1906.25,1031.25,953.13,960.94,953.13,968.75,968.75,976.56,984.38,882.81,929.69,984.38,984.38,984.38
288.5972,1731.76,676.19,1023.44,1023.44,898.44,1007.81,1000,1015.63,1023.44,984.38,1039.06,960.94,1046.88,1078.13,1960.94,1117.19,1992.19,984.38,1062.5,1054.69,1906.25,1031.25,960.94,960.94,953.13,960.94,960.94,976.56,992.19,882.81,937.5,984.38,984.38,976.56
288.7487,1732.37,677.15,1023.44,1031.25,898.44,992.19,984.38,1015.63,1023.44,984.38,1046.88,960.94,1062.5,1085.94,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1906.25,1039.06,953.13,960.94,953.13,968.75,960.94,976.56,992.19,882.81,929.69,984.38,984.38,976.56
290.5666,1734.9,675.49,1031.25,1023.44,898.44,1000,1000,1007.81,1023.44,984.38,1039.06,960.94,1054.69,1085.94,1968.75,1117.19,1992.19,1000,1070.31,1062.5,1906.25,1031.25,953.13,953.13,960.94,968.75,960.94,984.38,984.38,882.81,929.69,976.56,984.38,968.75
290.9832,1737.6,673.57,1031.25,1015.63,906.25,1000,1000,1015.63,1015.63,984.38,1039.06,960.94,1062.5,1085.94,1968.75,1117.19,1992.19,1000,1062.5,1062.5,1906.25,1031.25,953.13,953.13,953.13,976.56,960.94,976.56,992.19,890.63,921.88,984.38,984.38,968.75
291.3998,1744.34,671.41,1031.25,1023.44,906.25,1007.81,1000,1015.63,1023.44,992.19,1046.88,960.94,1054.69,1085.94,1968.75,1125,1992.19,1000,1070.31,1062.5,1921.88,1031.25,953.13,953.13,960.94,968.75,960.94,976.56,976.56,882.81,929.69,976.56,984.38,976.56
291.6649,1741.74,668.26,1023.44,1031.25,906.25,1007.81,992.19,1015.63,1023.44,984.38,1039.06,960.94,1062.5,1078.13,1968.75,1117.19,1992.19,1000,1062.5,1062.5,1757.81,1031.25,945.31,953.13,960.94,976.56,968.75,976.56,984.38,882.81,921.88,976.56,984.38,976.56
292.1194,1735.39,665.48,1031.25,1023.44,898.44,1007.81,992.19,1015.63,1023.44,976.56,1039.06,960.94,1062.5,1078.13,1960.94,1117.19,1992.19,992.19,1070.31,1070.31,1906.25,1031.25,953.13,960.94,960.94,976.56,960.94,976.56,984.38,882.81,921.88,976.56,976.56,968.75
292.536,1739.93,662.11,1031.25,1031.25,906.25,1007.81,992.19,1007.81,1031.25,976.56,1039.06,953.13,1062.5,1085.94,1968.75,1125,1992.19,1000,1070.31,1062.5,1906.25,1031.25,953.13,953.13,960.94,968.75,960.94,976.56,976.56,882.81,929.69,976.56,984.38,968.75
292.839,1744.16,660.52,1023.44,1031.25,906.25,1007.81,992.19,1007.81,1023.44,984.38,1054.69,953.13,1054.69,1085.94,1968.75,1109.38,1992.19,1000,1070.31,1054.69,1914.06,1031.25,960.94,960.94,953.13,976.56,968.75,984.38,984.38,890.63,921.88,976.56,976.56,968.75
293.2556,1747.06,659.12,1031.25,1031.25,898.44,1007.81,1000,1007.81,1023.44,984.38,1046.88,960.94,1062.5,1093.75,1960.94,1117.19,1992.19,984.38,1070.31,1054.69,1906.25,1031.25,960.94,953.13,960.94,968.75,960.94,976.56,984.38,875,914.06,984.38,976.56,968.75
293.9752,1757.29,656.49,1023.44,1023.44,898.44,1007.81,1000,1015.63,1031.25,992.19,1039.06,953.13,1070.31,1093.75,1968.75,1117.19,1992.19,992.19,1070.31,1062.5,1984.38,1031.25,953.13,953.13,960.94,968.75,968.75,976.56,984.38,882.81,921.88,976.56,984.38,968.75
294.3918,1760.29,653.72,1031.25,1023.44,898.44,1007.81,1000,1015.63,1015.63,976.56,1039.06,960.94,1062.5,1078.13,1968.75,1117.19,1992.19,1000,1070.31,1062.5,1796.88,1031.25,953.13,953.13,953.13,960.94,968.75,976.56,976.56,882.81,929.69,976.56,984.38,968.75
294.8463,1755.22,651.28,1031.25,1031.25,914.06,1007.81,992.19,1007.81,1023.44,984.38,1039.06,953.13,1054.69,1085.94,1960.94,1125,1992.19,1000,1062.5,1062.5,1906.25,1031.25,960.94,953.13,953.13,968.75,968.75,976.56,976.56,882.81,921.88,976.56,992.19,968.75
295.2251,1753.67,648.66,1023.44,1023.44,898.44,992.19,984.38,1015.63,1023.44,984.38,1031.25,953.13,1062.5,1078.13,1960.94,1117.19,1992.19,992.19,1078.13,1062.5,1906.25,1031.25,953.13,960.94,953.13,968.75,960.94,976.56,976.56,882.81,914.06,976.56,984.38,968.75
295.9068,1750.93,644.04,1023.44,1023.44,898.44,1007.81,984.38,1000,1023.44,984.38,1039.06,953.13,1054.69,1085.94,1960.94,1125,1992.19,1000,1062.5,1070.31,1906.25,1031.25,960.94,953.13,960.94,968.75,960.94,953.13,976.56,882.81,921.88,976.56,984.38,960.94
296.5885,1746.2,639.51,1015.63,1015.63,898.44,1000,992.19,1007.81,1015.63,984.38,1039.06,945.31,1046.88,1078.13,1960.94,1125,1992.19,1000,1078.13,1062.5,1906.25,1031.25,953.13,953.13,953.13,968.75,960.94,968.75,976.56,882.81,921.88,976.56,984.38,968.75
298.0656,1737.25,633.2,1015.63,1023.44,890.63,1000,992.19,1000,1015.63,976.56,1031.25,945.31,1054.69,1078.13,1953.13,1117.19,1992.19,1000,1070.31,1062.5,1906.25,1023.44,953.13,953.13,953.13,968.75,953.13,976.56,968.75,875,914.06,968.75,968.75,968.75
298.4443,1724.6,623.47,1023.44,1023.44,898.44,1000,992.19,1007.81,1015.63,968.75,1031.25,945.31,1046.88,1078.13,1945.31,1101.56,1992.19,984.38,1062.5,1054.69,1929.69,1023.44,953.13,960.94,953.13,968.75,960.94,976.56,968.75,867.19,906.25,960.94,968.75,953.13
298.8609,1705.46,611.66,1015.63,1015.63,898.44,992.19,984.38,1007.81,1023.44,984.38,1039.06,945.31,1046.88,1062.5,1937.5,1085.94,1992.19,968.75,1054.69,1039.06,1921.88,1023.44,953.13,953.13,960.94,968.75,960.94,968.75,968.75,867.19,898.44,953.13,960.94,953.13
299.126,1681.19,599.86,1015.63,1015.63,890.63,1000,992.19,1007.81,1023.44,976.56,1039.06,953.13,1031.25,1054.69,1929.69,1085.94,1992.19,960.94,1046.88,1046.88,1906.25,1023.44,960.94,960.94,960.94,968.75,960.94,976.56,968.75,859.38,898.44,945.31,960.94,953.13
299.5427,1659.49,592.7,1023.44,1007.81,898.44,1000,992.19,1007.81,1015.63,984.38,1031.25,945.31,1039.06,1070.31,1945.31,1078.13,1992.19,960.94,1046.88,1046.88,1906.25,1031.25,960.94,960.94,953.13,968.75,960.94,976.56,976.56,875,906.25,953.13,968.75,960.94
300.2623,1647.44,603.87,1023.44,1015.63,898.44,1000,992.19,1000,1015.63,976.56,1031.25,937.5,1046.88,1070.31,1960.94,1101.56,1992.19,984.38,1054.69,1039.06,1906.25,1031.25,968.75,960.94,960.94,976.56,976.56,984.38,1015.63,914.06,945.31,992.19,1007.81,976.56
300.6789,1645.56,631.71,1015.63,1023.44,890.63,1000,992.19,1007.81,1015.63,976.56,1031.25,945.31,1054.69,1085.94,1968.75,1125,1992.19,992.19,1062.5,1054.69,1906.25,1023.44,968.75,960.94,960.94,976.56,968.75,976.56,1023.44,921.88,953.13,1007.81,1015.63,984.38
301.0955,1649.71,659.05,1023.44,1023.44,898.44,1000,984.38,1015.63,1015.63,976.56,1039.06,945.31,1054.69,1085.94,1960.94,1125,1992.19,1000,1062.5,1046.88,1906.25,1031.25,960.94,968.75,960.94,976.56,968.75,976.56,1015.63,921.88,953.13,1007.81,1015.63,984.38
301.3985,1657.26,681.1,1023.44,1023.44,898.44,1000,992.19,1015.63,1015.63,968.75,1031.25,953.13,1054.69,1093.75,1960.94,1125,1992.19,992.19,1070.31,1070.31,1906.25,1031.25,960.94,960.94,968.75,976.56,968.75,984.38,1015.63,906.25,953.13,1007.81,1007.81,992.19
302.5347,1665.37,696.31,1023.44,1031.25,890.63,1000,992.19,1007.81,1023.44,984.38,1039.06,968.75,1062.5,1093.75,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1906.25,1031.25,960.94,968.75,968.75,976.56,968.75,984.38,1000,898.44,937.5,992.19,992.19,984.38
302.6862,1673.86,706.47,1023.44,1023.44,898.44,992.19,1000,1007.81,1023.44,984.38,1046.88,960.94,1062.5,1085.94,1960.94,1117.19,1992.19,992.19,1070.31,1062.5,1906.25,1031.25,968.75,960.94,968.75,976.56,968.75,976.56,992.19,890.63,937.5,992.19,1000,984.38
302.9513,1683.91,714.77,1023.44,1023.44,906.25,1007.81,992.19,1007.81,1023.44,992.19,1039.06,960.94,1062.5,1085.94,1960.94,1117.19,1992.19,1000,1070.31,1062.5,1906.25,1031.25,960.94,968.75,960.94,984.38,968.75,984.38,992.19,890.63,937.5,992.19,992.19,984.38
303.33,1682.65,722.69,1023.44,1023.44,898.44,1000,1000,1007.81,1023.44,992.19,1039.06,960.94,1054.69,1078.13,1968.75,1117.19,1992.19,992.19,1078.13,1062.5,1726.56,1039.06,960.94,960.94,968.75,976.56,976.56,984.38,992.19,898.44,945.31,992.19,992.19,984.38
304.4284,1682.32,727.1,1031.25,1031.25,914.06,1000,992.19,1015.63,1031.25,984.38,1046.88,960.94,1062.5,1078.13,1953.13,1109.38,1992.19,1000,1070.31,1062.5,1906.25,1031.25,968.75,968.75,960.94,976.56,976.56,976.56,984.38,882.81,937.5,984.38,984.38,976.56
305.1101,1686.62,728.59,1023.44,1023.44,898.44,1007.81,992.19,1015.63,1031.25,984.38,1046.88,960.94,1054.69,1085.94,1960.94,1109.38,1992.19,1000,1070.31,1062.5,1789.06,1031.25,960.94,960.94,968.75,976.56,968.75,976.56,984.38,890.63,937.5,992.19,992.19,984.38
305.4888,1688.35,729.45,1023.44,1023.44,898.44,1000,992.19,1007.81,1023.44,984.38,1054.69,960.94,1046.88,1070.31,1960.94,1117.19,1992.19,1015.63,1070.31,1062.5,1914.06,1039.06,960.94,960.94,960.94,976.56,968.75,976.56,984.38,890.63,937.5,992.19,992.19,976.56
305.9054,1695.45,728.54,1023.44,1015.63,898.44,1007.81,992.19,1007.81,1023.44,984.38,1046.88,960.94,1062.5,1078.13,1960.94,1117.19,1992.19,1000,1070.31,1062.5,1906.25,1039.06,960.94,968.75,960.94,976.56,968.75,976.56,984.38,890.63,929.69,992.19,992.19,976.56
306.1705,1703.12,729.14,1023.44,1015.63,898.44,1007.81,984.38,1007.81,1031.25,984.38,1046.88,960.94,1054.69,1085.94,1960.94,1117.19,1992.19,1000,1070.31,1070.31,1906.25,1031.25,960.94,960.94,960.94,976.56,960.94,976.56,992.19,898.44,937.5,992.19,984.38,984.38
306.5872,1707.03,730.41,1031.25,1015.63,898.44,1000,984.38,1007.81,1023.44,984.38,1039.06,960.94,1046.88,1078.13,1953.13,1117.19,1992.19,992.19,1070.31,1070.31,1937.5,1039.06,976.56,960.94,960.94,968.75,968.75,968.75,976.56,890.63,937.5,992.19,992.19,984.38
307.4582,1708.67,728.86,1023.44,1023.44,906.25,1000,984.38,1015.63,1023.44,992.19,1039.06,953.13,1054.69,1078.13,1960.94,1117.19,1992.19,1000,1070.31,1062.5,1906.25,1031.25,968.75,960.94,960.94,968.75,968.75,976.56,984.38,882.81,929.69,984.38,992.19,976.56
307.7234,1712.17,724.44,1031.25,1023.44,890.63,1007.81,992.19,1000,1023.44,984.38,1054.69,953.13,1062.5,1078.13,1960.94,1109.38,1992.19,1000,1070.31,1062.5,1937.5,1031.25,960.94,960.94,953.13,976.56,960.94,976.56,976.56,882.81,929.69,992.19,992.19,976.56
308.5945,1713.37,719.62,1031.25,1023.44,898.44,1007.81,984.38,1007.81,1023.44,976.56,1039.06,960.94,1046.88,1070.31,1953.13,1125,1992.19,1000,1062.5,1070.31,1906.25,1015.63,960.94,960.94,960.94,976.56,968.75,976.56,976.56,882.81,929.69,984.38,992.19,968.75
308.8596,1712.37,718.35,1031.25,1023.44,898.44,992.19,992.19,1007.81,1023.44,984.38,1039.06,953.13,1054.69,1078.13,1968.75,1117.19,1992.19,992.19,1070.31,1054.69,1906.25,1031.25,960.94,960.94,960.94,976.56,968.75,984.38,992.19,882.81,937.5,984.38,984.38,976.56
309.2762,1712.41,716.77,1023.44,1031.25,906.25,1015.63,992.19,1007.81,1023.44,984.38,1039.06,960.94,1054.69,1078.13,1953.13,1109.38,1992.19,992.19,1070.31,1054.69,1945.31,1031.25,968.75,953.13,960.94,968.75,960.94,976.56,984.38,882.81,929.69,984.38,984.38,976.56
310.0337,1713.12,712.4,1031.25,1023.44,890.63,1007.81,992.19,1007.81,1023.44,984.38,1046.88,953.13,1062.5,1078.13,1960.94,1101.56,1992.19,992.19,1070.31,1062.5,1906.25,1031.25,960.94,960.94,960.94,968.75,968.75,976.56,984.38,882.81,929.69,984.38,984.38,968.75
310.4503,1713.99,708.08,1023.44,1015.63,898.44,1007.81,992.19,1015.63,1023.44,984.38,1039.06,953.13,1054.69,1085.94,1960.94,1117.19,1992.19,1000,1062.5,1062.5,1906.25,1031.25,960.94,968.75,960.94,968.75,960.94,976.56,984.38,882.81,929.69,976.56,984.38,976.56
310.8669,1716.22,703.37,1023.44,1015.63,898.44,1000,1000,1015.63,1015.63,976.56,1039.06,953.13,1062.5,1085.94,1960.94,1117.19,1992.19,1000,1070.31,1070.31,1906.25,1023.44,960.94,968.75,960.94,968.75,960.94,976.56,976.56,882.81,929.69,976.56,984.38,976.56
311.5865,1721.18,696.9,1023.44,1023.44,906.25,1000,992.19,1000,1023.44,992.19,1031.25,960.94,1046.88,1078.13,1953.13,1109.38,1992.19,1000,1070.31,1054.69,1976.56,1031.25,960.94,960.94,953.13,968.75,960.94,976.56,976.56,875,929.69,976.56,976.56,976.56
312.0031,1722.96,693.04,1023.44,1031.25,898.44,1000,984.38,1007.81,1023.44,984.38,1039.06,960.94,1054.69,1078.13,1960.94,1109.38,1992.19,992.19,1070.31,1054.69,1906.25,1031.25,960.94,960.94,960.94,968.75,968.75,976.56,968.75,882.81,921.88,976.56,984.38,1023.44
312.7227,1712.76,691.95,1023.44,1023.44,898.44,1000,992.19,1015.63,1023.44,992.19,1039.06,953.13,1054.69,1078.13,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1765.63,1031.25,953.13,960.94,960.94,968.75,968.75,976.56,976.56,875,929.69,984.38,992.19,976.56
313.1393,1694.34,690.51,1023.44,1023.44,906.25,1000,992.19,1015.63,1023.44,984.38,1046.88,945.31,1054.69,1078.13,1960.94,1117.19,1992.19,1000,1062.5,1062.5,1718.75,1031.25,960.94,960.94,953.13,976.56,968.75,976.56,976.56,882.81,929.69,992.19,992.19,976.56
313.5559,1685.89,688.79,1023.44,1023.44,906.25,1000,992.19,1015.63,1023.44,984.38,1031.25,953.13,1046.88,1085.94,1960.94,1117.19,1992.19,992.19,1070.31,1054.69,1945.31,1031.25,960.94,960.94,960.94,968.75,960.94,968.75,976.56,882.81,929.69,984.38,984.38,976.56
314.2755,1685.21,687.65,1015.63,1023.44,890.63,992.19,984.38,1007.81,1023.44,984.38,1039.06,960.94,1046.88,1078.13,1945.31,1117.19,1992.19,992.19,1062.5,1062.5,1906.25,1031.25,960.94,960.94,953.13,968.75,960.94,976.56,976.56,882.81,937.5,984.38,1000,976.56
314.9951,1682.76,687.58,1015.63,1023.44,898.44,992.19,984.38,1015.63,1015.63,984.38,1039.06,953.13,1054.69,1078.13,1937.5,1109.38,1992.19,1000,1070.31,1062.5,1906.25,1031.25,960.94,960.94,953.13,968.75,968.75,976.56,984.38,882.81,929.69,984.38,984.38,976.56
315.4117,1684.85,686.2,1023.44,1023.44,890.63,1007.81,1000,1000,1023.44,984.38,1039.06,960.94,1062.5,1070.31,1960.94,1117.19,1992.19,984.38,1070.31,1070.31,1906.25,1031.25,953.13,953.13,960.94,968.75,960.94,976.56,984.38,890.63,929.69,992.19,984.38,976.56
315.8662,1690.7,684.39,1023.44,1015.63,906.25,1007.81,1000,1007.81,1007.81,976.56,1039.06,960.94,1054.69,1078.13,1960.94,1117.19,1992.19,992.19,1070.31,1070.31,1898.44,1031.25,953.13,953.13,953.13,968.75,960.94,976.56,976.56,882.81,937.5,984.38,992.19,976.56
316.2828,1696.48,683.27,1023.44,1023.44,898.44,1007.81,992.19,1007.81,1015.63,992.19,1039.06,960.94,1062.5,1078.13,1968.75,1109.38,1992.19,984.38,1062.5,1062.5,1906.25,1039.06,953.13,953.13,953.13,976.56,968.75,976.56,984.38,890.63,929.69,984.38,984.38,976.56
316.5479,1699.96,683.32,1023.44,1023.44,898.44,1000,984.38,1007.81,1015.63,992.19,1039.06,953.13,1062.5,1078.13,1953.13,1125,1992.19,1000,1062.5,1062.5,1906.25,1031.25,960.94,953.13,953.13,976.56,968.75,976.56,984.38,882.81,929.69,984.38,992.19,976.56
316.9645,1700.6,684.76,1023.44,1023.44,898.44,1000,984.38,1000,1015.63,984.38,1031.25,945.31,1054.69,1078.13,1968.75,1117.19,1992.19,992.19,1070.31,1062.5,1906.25,1031.25,960.94,960.94,960.94,976.56,968.75,976.56,984.38,890.63,929.69,984.38,984.38,976.56
317.3811,1700.44,686.82,1023.44,1023.44,906.25,1007.81,992.19,1007.81,1023.44,984.38,1031.25,953.13,1054.69,1078.13,1960.94,1125,1992.19,992.19,1062.5,1054.69,1906.25,1023.44,953.13,960.94,960.94,968.75,968.75,976.56,992.19,890.63,929.69,984.38,984.38,976.56
317.6463,1702.67,686.32,1023.44,1023.44,898.44,992.19,992.19,1007.81,1015.63,992.19,1039.06,960.94,1054.69,1085.94,1968.75,1117.19,1992.19,1000,1070.31,1054.69,1906.25,1031.25,953.13,953.13,953.13,976.56,968.75,976.56,984.38,890.63,929.69,976.56,984.38,976.56
318.0629,1706.74,685.1,1031.25,1023.44,898.44,1007.81,992.19,1015.63,1023.44,984.38,1039.06,953.13,1054.69,1078.13,1968.75,1117.19,1992.19,1000,1070.31,1062.5,1867.19,1023.44,960.94,953.13,960.94,976.56,968.75,976.56,984.38,882.81,929.69,984.38,984.38,976.56
318.4416,1706.11,685.86,1023.44,1031.25,898.44,1000,992.19,1007.81,1023.44,984.38,1039.06,945.31,1054.69,1078.13,1953.13,1109.38,1992.19,992.19,1070.31,1054.69,1906.25,1023.44,960.94,960.94,960.94,976.56,968.75,968.75,984.38,890.63,929.69,984.38,984.38,976.56
318.7067,1704.84,685.15,1023.44,1023.44,898.44,1007.81,992.19,1000,1023.44,984.38,1039.06,960.94,1054.69,1085.94,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1906.25,1039.06,953.13,960.94,953.13,976.56,968.75,976.56,984.38,882.81,929.69,984.38,976.56,968.75
319.1233,1707.2,683.13,1023.44,1023.44,890.63,1007.81,992.19,1007.81,1023.44,992.19,1039.06,953.13,1062.5,1078.13,1960.94,1117.19,1992.19,992.19,1070.31,1062.5,1914.06,1031.25,960.94,968.75,960.94,976.56,968.75,976.56,976.56,882.81,921.88,984.38,976.56,968.75
