Shaft Encoder(cm),Axial_Sig,Radial_Sig,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,Sensor26,Sensor27,Sensor28,Sensor29,Sensor30,Sensor31,Sensor32
2532.5728,1711.69,690.4,1023.44,1023.44,890.63,1000,984.38,1000,1015.63,976.56,1039.06,945.31,1054.69,1078.13,1960.94,1101.56,1992.19,1000,1062.5,1054.69,1914.06,1031.25,960.94,976.56,968.75,976.56,968.75,984.38,984.38,882.81,929.69,984.38,984.38,976.56
2532.7242,1705.55,693.77,1015.63,1015.63,890.63,992.19,984.38,1015.63,1015.63,976.56,1039.06,953.13,1054.69,1078.13,1953.13,1117.19,1992.19,992.19,1062.5,1062.5,1906.25,1039.06,968.75,968.75,960.94,976.56,976.56,976.56,984.38,882.81,921.88,984.38,984.38,976.56
2532.8379,1701.52,694.9,1023.44,1015.63,890.63,1000,984.38,1015.63,1015.63,984.38,1031.25,953.13,1054.69,1070.31,1960.94,1117.19,1992.19,992.19,1070.31,1062.5,1914.06,1023.44,953.13,960.94,960.94,976.56,976.56,984.38,976.56,890.63,929.69,976.56,992.19,976.56
2532.9894,1695.2,696.77,1023.44,1023.44,890.63,1000,984.38,992.19,1015.63,976.56,1039.06,953.13,1046.88,1078.13,1960.94,1101.56,1992.19,992.19,1062.5,1046.88,1945.31,1031.25,968.75,960.94,960.94,976.56,968.75,976.56,984.38,882.81,929.69,984.38,992.19,984.38
2533.1409,1689.37,700.26,1023.44,1015.63,882.81,992.19,984.38,1007.81,1015.63,984.38,1031.25,960.94,1054.69,1070.31,1968.75,1109.38,1992.19,992.19,1062.5,1062.5,1945.31,1031.25,968.75,968.75,960.94,976.56,976.56,984.38,984.38,882.81,929.69,984.38,984.38,976.56
2533.2924,1684.56,704.19,1015.63,1015.63,890.63,1000,992.19,1000,1023.44,992.19,1039.06,945.31,1039.06,1078.13,1960.94,1101.56,1992.19,992.19,1070.31,1062.5,1914.06,1023.44,968.75,968.75,968.75,976.56,968.75,992.19,976.56,882.81,937.5,984.38,984.38,976.56
2533.406,1677.54,707.98,1023.44,1015.63,890.63,1000,984.38,1000,1015.63,976.56,1031.25,953.13,1054.69,1070.31,1945.31,1109.38,1992.19,992.19,1062.5,1054.69,1914.06,1023.44,968.75,968.75,960.94,984.38,968.75,976.56,992.19,882.81,929.69,992.19,984.38,976.56
2533.5575,1660.7,712.19,1015.63,1015.63,898.44,1000,984.38,1007.81,1015.63,976.56,1031.25,953.13,1046.88,1062.5,1953.13,1109.38,1992.19,992.19,1062.5,1054.69,1726.56,1031.25,968.75,968.75,968.75,976.56,968.75,984.38,992.19,882.81,929.69,984.38,984.38,984.38
2533.709,1645.53,719.01,1023.44,1015.63,898.44,1000,984.38,1000,1015.63,976.56,1039.06,945.31,1054.69,1070.31,1945.31,1101.56,1992.19,984.38,1062.5,1054.69,1906.25,1031.25,976.56,968.75,968.75,976.56,976.56,976.56,984.38,898.44,929.69,984.38,1000,984.38
2533.8605,1641.66,726.41,1023.44,1015.63,898.44,992.19,992.19,1007.81,1023.44,976.56,1039.06,953.13,1046.88,1062.5,1953.13,1101.56,1992.19,984.38,1054.69,1054.69,1906.25,1031.25,968.75,968.75,968.75,976.56,968.75,992.19,984.38,890.63,937.5,992.19,992.19,984.38
2534.4286,1636.04,734.94,1015.63,1015.63,882.81,1000,984.38,1000,1015.63,976.56,1031.25,945.31,1046.88,1062.5,1945.31,1109.38,1992.19,976.56,1054.69,1062.5,1914.06,1031.25,976.56,968.75,968.75,984.38,976.56,984.38,992.19,898.44,945.31,992.19,992.19,984.38
2534.8452,1628.66,744.91,1015.63,1015.63,890.63,992.19,984.38,1007.81,1000,976.56,1031.25,945.31,1054.69,1070.31,1953.13,1109.38,1992.19,984.38,1054.69,1039.06,1914.06,1031.25,968.75,968.75,968.75,984.38,968.75,984.38,992.19,898.44,937.5,1000,1000,992.19
2535.2618,1620.92,754.69,1015.63,1007.81,890.63,992.19,984.38,1000,1015.63,976.56,1023.44,945.31,1046.88,1070.31,1945.31,1101.56,1992.19,992.19,1054.69,1046.88,1914.06,1023.44,976.56,968.75,968.75,984.38,976.56,984.38,992.19,898.44,945.31,1000,992.19,1000
2535.5269,1605.1,763.31,1015.63,1015.63,890.63,992.19,984.38,1007.81,1015.63,976.56,1031.25,945.31,1039.06,1070.31,1953.13,1101.56,1992.19,976.56,1054.69,1054.69,1757.81,1023.44,968.75,968.75,968.75,976.56,976.56,984.38,1000,906.25,945.31,1000,1007.81,992.19
2535.9435,1589.31,772.82,1015.63,1007.81,882.81,992.19,976.56,1000,1007.81,976.56,1031.25,945.31,1039.06,1070.31,1945.31,1101.56,1992.19,976.56,1046.88,1046.88,1945.31,1023.44,976.56,968.75,968.75,976.56,976.56,984.38,1000,906.25,953.13,1007.81,1023.44,992.19
2536.3601,1582.26,786.82,1007.81,1007.81,890.63,992.19,984.38,1000,1007.81,976.56,1039.06,945.31,1039.06,1062.5,1953.13,1101.56,1992.19,984.38,1054.69,1046.88,1906.25,1023.44,968.75,976.56,968.75,984.38,976.56,984.38,1007.81,914.06,960.94,1007.81,1015.63,1007.81
2536.6252,1575.39,802.71,1007.81,1015.63,890.63,992.19,984.38,1000,1000,976.56,1023.44,945.31,1039.06,1062.5,1945.31,1109.38,1992.19,976.56,1046.88,1046.88,1914.06,1023.44,976.56,976.56,968.75,992.19,976.56,992.19,1000,914.06,960.94,1007.81,1015.63,1007.81
2536.7767,1570.26,816.77,1015.63,1007.81,882.81,984.38,984.38,1000,1007.81,984.38,1023.44,945.31,1039.06,1070.31,1945.31,1101.56,1992.19,984.38,1062.5,1046.88,1906.25,1023.44,968.75,976.56,968.75,984.38,976.56,992.19,1015.63,914.06,960.94,1015.63,1007.81,1000
2537.0418,1568.91,830.28,1015.63,1007.81,882.81,992.19,976.56,1000,1015.63,976.56,1031.25,953.13,1039.06,1062.5,1953.13,1101.56,1992.19,984.38,1062.5,1054.69,1914.06,1023.44,976.56,976.56,976.56,984.38,984.38,1000,1007.81,921.88,953.13,1015.63,1007.81,1007.81
2537.4585,1568.64,846.3,1007.81,1007.81,890.63,992.19,976.56,1000,1007.81,984.38,1031.25,945.31,1054.69,1062.5,1953.13,1101.56,1992.19,984.38,1054.69,1054.69,1937.5,1031.25,976.56,976.56,976.56,984.38,992.19,1000,1015.63,921.88,960.94,1023.44,1015.63,1000
2537.8751,1569.9,868.54,1007.81,1015.63,882.81,992.19,976.56,1000,1007.81,976.56,1023.44,945.31,1039.06,1070.31,1960.94,1109.38,1992.19,984.38,1062.5,1054.69,1906.25,1031.25,984.38,984.38,984.38,1000,992.19,1007.81,1023.44,929.69,968.75,1023.44,1023.44,1015.63
2538.1781,1564.12,892.39,1015.63,1023.44,890.63,992.19,992.19,1000,1007.81,976.56,1031.25,945.31,1046.88,1078.13,1960.94,1117.19,1992.19,984.38,1054.69,1039.06,1750,1023.44,984.38,976.56,984.38,992.19,1000,1007.81,1023.44,929.69,976.56,1015.63,1023.44,1000
2539.0491,1571.09,919.55,1031.25,1023.44,906.25,1007.81,1000,1007.81,1023.44,992.19,1039.06,953.13,1062.5,1085.94,1968.75,1125,1992.19,1000,1070.31,1062.5,1906.25,1031.25,992.19,992.19,1000,1015.63,1007.81,1023.44,1039.06,937.5,976.56,1023.44,1031.25,1007.81
2539.3143,1605.53,951.65,1039.06,1046.88,914.06,1015.63,1007.81,1023.44,1023.44,992.19,1046.88,968.75,1062.5,1085.94,1976.56,1125,1992.19,1000,1070.31,1062.5,1906.25,1046.88,1000,992.19,1000,1015.63,1015.63,1015.63,1039.06,937.5,976.56,1023.44,1023.44,1015.63
2539.7687,1652.78,982.16,1046.88,1039.06,914.06,1015.63,1007.81,1031.25,1046.88,1007.81,1046.88,976.56,1085.94,1101.56,1992.19,1132.81,1992.19,1007.81,1078.13,1078.13,1914.06,1046.88,1000,992.19,1007.81,1015.63,1015.63,1031.25,1031.25,937.5,976.56,1023.44,1031.25,1015.63
2540.1854,1711.98,1009.01,1054.69,1046.88,929.69,1039.06,1015.63,1039.06,1046.88,1015.63,1070.31,984.38,1078.13,1109.38,1992.19,1140.63,1992.19,1015.63,1085.94,1078.13,1914.06,1054.69,1000,992.19,1007.81,1015.63,1015.63,1031.25,1031.25,929.69,968.75,1023.44,1023.44,1007.81
2540.4883,1774.81,1029.4,1062.5,1062.5,921.88,1031.25,1023.44,1046.88,1054.69,1015.63,1070.31,984.38,1093.75,1117.19,1992.19,1140.63,1992.19,1023.44,1085.94,1062.5,1914.06,1046.88,1000,992.19,1000,1015.63,1023.44,1031.25,1023.44,929.69,968.75,1015.63,1023.44,1000
2541.3594,1839.92,1030.57,1070.31,1062.5,937.5,1046.88,1023.44,1054.69,1054.69,1015.63,1070.31,992.19,1101.56,1117.19,1992.19,1156.25,1992.19,1023.44,1093.75,1093.75,1914.06,1054.69,968.75,976.56,976.56,992.19,992.19,1007.81,1007.81,906.25,945.31,1007.81,1007.81,992.19
2541.776,1902.4,1010.38,1062.5,1062.5,929.69,1039.06,1031.25,1046.88,1054.69,1015.63,1070.31,992.19,1093.75,1117.19,1992.19,1148.44,1992.19,1023.44,1085.94,1093.75,1914.06,1062.5,960.94,960.94,968.75,984.38,984.38,992.19,992.19,898.44,937.5,992.19,992.19,984.38
2543.594,1934.82,958.2,1046.88,1031.25,921.88,1015.63,1015.63,1031.25,1039.06,992.19,1062.5,968.75,1070.31,1093.75,1976.56,1125,1992.19,1007.81,1070.31,1070.31,1914.06,1039.06,929.69,929.69,929.69,945.31,937.5,953.13,953.13,859.38,898.44,960.94,945.31,945.31
2544.0106,1942.13,879.47,1046.88,1039.06,914.06,1007.81,1000,1023.44,1039.06,1000,1046.88,976.56,1070.31,1093.75,1976.56,1125,1992.19,1007.81,1070.31,1078.13,1914.06,1046.88,921.88,929.69,921.88,945.31,937.5,937.5,945.31,851.56,890.63,953.13,945.31,937.5
2544.2757,1943.49,805.43,1031.25,1039.06,906.25,1015.63,1000,1023.44,1039.06,992.19,1046.88,960.94,1070.31,1085.94,1960.94,1132.81,1992.19,1000,1078.13,1062.5,1914.06,1046.88,921.88,929.69,921.88,945.31,929.69,937.5,945.31,851.56,890.63,953.13,945.31,937.5
2544.6923,1932.18,737.39,1023.44,1031.25,906.25,1007.81,992.19,1015.63,1023.44,992.19,1039.06,953.13,1062.5,1078.13,1960.94,1125,1992.19,992.19,1070.31,1070.31,1929.69,1031.25,921.88,929.69,921.88,937.5,929.69,937.5,945.31,843.75,882.81,945.31,945.31,929.69
2545.1089,1912.65,676.02,1031.25,1023.44,898.44,1007.81,1000,1015.63,1023.44,984.38,1039.06,953.13,1054.69,1085.94,1968.75,1109.38,1992.19,992.19,1070.31,1062.5,1914.06,1031.25,921.88,921.88,929.69,945.31,929.69,945.31,937.5,843.75,890.63,937.5,953.13,929.69
2545.4119,1892.66,620.98,1015.63,1031.25,898.44,1007.81,984.38,1015.63,1015.63,992.19,1039.06,953.13,1062.5,1078.13,1960.94,1109.38,1992.19,992.19,1062.5,1062.5,1835.94,1031.25,921.88,914.06,921.88,937.5,921.88,937.5,937.5,851.56,890.63,937.5,945.31,937.5
2545.5634,1870.33,570.62,1023.44,1023.44,898.44,1000,992.19,1015.63,1015.63,984.38,1039.06,953.13,1054.69,1078.13,1960.94,1109.38,1992.19,984.38,1062.5,1054.69,1945.31,1031.25,921.88,929.69,921.88,945.31,921.88,937.5,937.5,843.75,882.81,937.5,945.31,929.69
2545.8285,1844.11,528.53,1023.44,1015.63,890.63,1000,992.19,1007.81,1015.63,976.56,1039.06,953.13,1054.69,1078.13,1960.94,1101.56,1992.19,984.38,1062.5,1046.88,1914.06,1023.44,921.88,929.69,921.88,953.13,929.69,945.31,945.31,843.75,882.81,945.31,945.31,929.69
2546.6239,1815.35,496.04,1007.81,1007.81,898.44,984.38,984.38,1000,1015.63,976.56,1031.25,953.13,1054.69,1070.31,1937.5,1101.56,1992.19,984.38,1062.5,1054.69,1914.06,1023.44,921.88,929.69,929.69,945.31,929.69,945.31,953.13,851.56,890.63,945.31,953.13,937.5
2547.3435,1788.41,473.42,1023.44,1015.63,890.63,984.38,976.56,1000,1023.44,976.56,1039.06,937.5,1054.69,1070.31,1953.13,1101.56,1992.19,976.56,1054.69,1062.5,1929.69,1023.44,929.69,929.69,937.5,953.13,945.31,953.13,953.13,859.38,898.44,945.31,953.13,937.5
2548.4418,1762.14,463.65,1023.44,1007.81,898.44,992.19,984.38,1007.81,1015.63,976.56,1031.25,945.31,1046.88,1070.31,1945.31,1093.75,1992.19,976.56,1054.69,1039.06,1914.06,1015.63,937.5,945.31,945.31,960.94,953.13,960.94,960.94,859.38,898.44,968.75,960.94,953.13
2549.1235,1738.55,464.75,1023.44,1007.81,898.44,992.19,984.38,1007.81,1015.63,976.56,1031.25,945.31,1046.88,1070.31,1953.13,1101.56,1992.19,984.38,1054.69,1046.88,1914.06,1031.25,945.31,945.31,953.13,968.75,960.94,976.56,976.56,867.19,898.44,960.94,960.94,945.31
2549.5401,1722.09,470.34,1023.44,1023.44,890.63,992.19,992.19,1000,1015.63,976.56,1031.25,953.13,1046.88,1078.13,1953.13,1109.38,1992.19,984.38,1054.69,1054.69,1890.63,1015.63,945.31,953.13,945.31,968.75,960.94,968.75,968.75,882.81,914.06,960.94,960.94,953.13
2550.0325,1709.72,479.44,1015.63,1015.63,898.44,1000,984.38,1015.63,1023.44,976.56,1039.06,953.13,1039.06,1070.31,1953.13,1109.38,1992.19,984.38,1062.5,1054.69,1914.06,1023.44,960.94,945.31,953.13,976.56,960.94,976.56,976.56,875,906.25,968.75,968.75,960.94
2550.4491,1700.6,491.62,1023.44,1023.44,898.44,1000,992.19,1015.63,1015.63,976.56,1039.06,945.31,1054.69,1070.31,1953.13,1109.38,1992.19,984.38,1062.5,1054.69,1914.06,1023.44,953.13,960.94,953.13,976.56,968.75,976.56,976.56,882.81,914.06,968.75,968.75,953.13
2550.7521,1695.05,503.74,1023.44,1023.44,890.63,1007.81,992.19,1015.63,1015.63,976.56,1031.25,953.13,1054.69,1070.31,1953.13,1101.56,1992.19,984.38,1070.31,1054.69,1835.94,1031.25,953.13,960.94,953.13,976.56,968.75,976.56,968.75,882.81,914.06,968.75,976.56,953.13
2551.1687,1693.14,517.21,1015.63,1023.44,898.44,1000,984.38,1015.63,1015.63,976.56,1039.06,960.94,1054.69,1078.13,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1914.06,1023.44,953.13,960.94,960.94,976.56,968.75,984.38,976.56,882.81,921.88,976.56,976.56,960.94
2551.5853,1693.59,532.32,1023.44,1023.44,898.44,1000,992.19,1015.63,1015.63,984.38,1039.06,953.13,1062.5,1078.13,1960.94,1117.19,1992.19,992.19,1062.5,1054.69,1914.06,1031.25,953.13,953.13,960.94,976.56,976.56,976.56,984.38,882.81,921.88,976.56,976.56,968.75
2551.7368,1695.58,545.17,1023.44,1023.44,906.25,1000,992.19,1007.81,1023.44,976.56,1039.06,960.94,1054.69,1085.94,1968.75,1117.19,1992.19,992.19,1062.5,1062.5,1945.31,1031.25,953.13,960.94,960.94,976.56,960.94,984.38,976.56,882.81,921.88,976.56,976.56,960.94
2552.1534,1695.6,555.58,1023.44,1023.44,890.63,1000,992.19,1015.63,1015.63,984.38,1031.25,953.13,1046.88,1070.31,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1914.06,1031.25,960.94,953.13,960.94,968.75,968.75,976.56,976.56,882.81,914.06,976.56,984.38,968.75
2552.57,1694.72,567.06,1023.44,1023.44,906.25,1000,992.19,1007.81,1023.44,984.38,1046.88,953.13,1062.5,1078.13,1953.13,1109.38,1992.19,992.19,1062.5,1062.5,1968.75,1031.25,960.94,953.13,960.94,984.38,960.94,976.56,984.38,882.81,921.88,984.38,976.56,976.56
2552.8352,1698.01,577.65,1031.25,1031.25,898.44,992.19,1000,1015.63,1015.63,976.56,1031.25,953.13,1054.69,1078.13,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1914.06,1039.06,960.94,960.94,953.13,976.56,968.75,976.56,976.56,882.81,921.88,976.56,976.56,968.75
2553.9335,1702.07,587.9,1031.25,1023.44,898.44,1000,984.38,1015.63,1023.44,984.38,1039.06,953.13,1054.69,1085.94,1976.56,1109.38,1992.19,992.19,1062.5,1062.5,1914.06,1031.25,968.75,968.75,960.94,976.56,960.94,976.56,976.56,882.81,921.88,984.38,984.38,976.56
2554.7288,1705.9,598.79,1023.44,1015.63,898.44,1007.81,976.56,1007.81,1023.44,984.38,1031.25,953.13,1054.69,1085.94,1968.75,1117.19,1992.19,1007.81,1070.31,1062.5,1906.25,1039.06,960.94,953.13,960.94,976.56,960.94,976.56,984.38,882.81,929.69,984.38,984.38,968.75
2555.1076,1712.11,609.25,1031.25,1023.44,898.44,1000,992.19,1007.81,1023.44,992.19,1039.06,953.13,1062.5,1085.94,1968.75,1117.19,1992.19,1000,1078.13,1070.31,1914.06,1039.06,953.13,960.94,953.13,976.56,968.75,976.56,984.38,882.81,929.69,984.38,992.19,984.38
2555.3727,1720.61,620.73,1023.44,1023.44,898.44,1015.63,984.38,1023.44,1023.44,984.38,1039.06,960.94,1062.5,1085.94,1976.56,1117.19,1992.19,992.19,1070.31,1070.31,1953.13,1039.06,960.94,960.94,960.94,968.75,968.75,984.38,984.38,882.81,929.69,992.19,984.38,984.38
2555.7893,1728.6,629.53,1023.44,1023.44,898.44,1000,992.19,1007.81,1015.63,992.19,1054.69,953.13,1062.5,1085.94,1976.56,1109.38,1992.19,1007.81,1070.31,1070.31,1914.06,1031.25,960.94,960.94,960.94,976.56,968.75,976.56,984.38,890.63,929.69,968.75,992.19,968.75
2556.471,1735.49,636.42,1031.25,1023.44,898.44,1007.81,992.19,1015.63,1023.44,992.19,1031.25,953.13,1062.5,1085.94,1968.75,1125,1992.19,1000,1078.13,1062.5,1921.88,1031.25,960.94,960.94,968.75,968.75,968.75,976.56,984.38,882.81,929.69,984.38,984.38,976.56
2556.9255,1741.31,643.41,1031.25,1023.44,906.25,1007.81,1000,1007.81,1023.44,984.38,1039.06,953.13,1070.31,1085.94,1960.94,1117.19,1992.19,992.19,1070.31,1070.31,1835.94,1031.25,960.94,960.94,968.75,976.56,968.75,976.56,984.38,890.63,921.88,984.38,984.38,968.75
2557.38,1743.5,648.18,1031.25,1031.25,906.25,1000,992.19,1000,1015.63,976.56,1039.06,960.94,1062.5,1085.94,1968.75,1109.38,1992.19,1000,1062.5,1062.5,1921.88,1031.25,953.13,960.94,960.94,976.56,968.75,984.38,976.56,890.63,921.88,984.38,984.38,960.94
2557.6451,1748.42,650.55,1031.25,1031.25,898.44,1007.81,1000,1015.63,1031.25,976.56,1039.06,960.94,1062.5,1093.75,1968.75,1125,1992.19,1000,1070.31,1062.5,1906.25,1031.25,953.13,960.94,960.94,968.75,968.75,976.56,984.38,882.81,929.69,976.56,984.38,976.56
2558.0996,1748.24,653.56,1023.44,1023.44,906.25,1007.81,992.19,1023.44,1015.63,984.38,1046.88,953.13,1054.69,1078.13,1968.75,1117.19,1992.19,1000,1070.31,1062.5,1796.88,1031.25,953.13,953.13,960.94,976.56,968.75,976.56,984.38,890.63,929.69,984.38,984.38,976.56
2559.2358,1745.31,656.67,1023.44,1031.25,898.44,1007.81,992.19,1023.44,1023.44,984.38,1031.25,960.94,1062.5,1078.13,1968.75,1125,1992.19,1000,1070.31,1062.5,1867.19,1031.25,960.94,960.94,960.94,976.56,968.75,976.56,984.38,875,921.88,984.38,984.38,968.75
2560.1069,1748.49,657.57,1023.44,1023.44,898.44,1007.81,992.19,1015.63,1023.44,984.38,1039.06,960.94,1054.69,1078.13,1976.56,1117.19,1992.19,1000,1062.5,1070.31,1906.25,1039.06,960.94,953.13,960.94,968.75,968.75,984.38,976.56,882.81,929.69,976.56,984.38,968.75
2560.8265,1750.71,659.29,1031.25,1023.44,898.44,1007.81,1000,1015.63,1015.63,992.19,1039.06,960.94,1062.5,1078.13,1953.13,1109.38,1992.19,992.19,1070.31,1062.5,1906.25,1039.06,960.94,960.94,960.94,976.56,968.75,976.56,984.38,882.81,921.88,984.38,984.38,976.56
2561.2431,1751.72,663.05,1023.44,1023.44,898.44,1000,984.38,1007.81,1031.25,992.19,1039.06,953.13,1054.69,1085.94,1968.75,1117.19,1992.19,1000,1070.31,1054.69,1914.06,1039.06,953.13,960.94,953.13,968.75,960.94,976.56,984.38,890.63,929.69,992.19,992.19,984.38
2562.7202,1748.36,666.78,1023.44,1015.63,890.63,1000,992.19,1007.81,1015.63,976.56,1039.06,953.13,1062.5,1078.13,1960.94,1117.19,1992.19,1000,1062.5,1070.31,1945.31,1039.06,953.13,960.94,960.94,968.75,960.94,968.75,984.38,890.63,929.69,992.19,992.19,984.38
2562.9853,1743.64,673.23,1031.25,1023.44,890.63,1000,992.19,1007.81,1015.63,984.38,1039.06,945.31,1054.69,1085.94,1968.75,1117.19,1992.19,992.19,1078.13,1070.31,1945.31,1039.06,960.94,960.94,960.94,976.56,968.75,968.75,984.38,890.63,937.5,1000,1000,984.38
2563.4019,1740.29,682.62,1015.63,1015.63,898.44,1000,984.38,1007.81,1015.63,984.38,1039.06,953.13,1054.69,1085.94,1960.94,1117.19,1992.19,1000,1070.31,1070.31,1914.06,1039.06,953.13,960.94,960.94,976.56,960.94,976.56,992.19,898.44,937.5,992.19,1000,984.38
2564.0836,1736.3,689.5,1023.44,1015.63,898.44,992.19,992.19,1007.81,1015.63,976.56,1039.06,945.31,1054.69,1085.94,1960.94,1125,1992.19,1007.81,1070.31,1062.5,1945.31,1023.44,960.94,953.13,968.75,976.56,968.75,976.56,992.19,890.63,929.69,984.38,992.19,976.56
2564.9168,1731.04,694.44,1015.63,1015.63,890.63,1000,984.38,1007.81,1023.44,976.56,1023.44,953.13,1054.69,1085.94,1968.75,1117.19,1992.19,992.19,1070.31,1062.5,1914.06,1031.25,953.13,960.94,960.94,976.56,968.75,984.38,992.19,890.63,937.5,984.38,992.19,976.56
2565.182,1725.27,700,1023.44,1015.63,898.44,1000,992.19,1015.63,1007.81,976.56,1039.06,945.31,1046.88,1070.31,1960.94,1117.19,1992.19,1000,1070.31,1062.5,1914.06,1031.25,953.13,968.75,968.75,976.56,968.75,976.56,992.19,890.63,937.5,992.19,976.56,984.38
2566.0909,1720.07,705.49,1023.44,1015.63,890.63,1000,992.19,1007.81,1015.63,968.75,1046.88,953.13,1054.69,1085.94,1960.94,1109.38,1992.19,992.19,1070.31,1054.69,1914.06,1039.06,960.94,968.75,968.75,976.56,976.56,984.38,992.19,890.63,929.69,984.38,984.38,976.56
2566.356,1717.4,711.97,1023.44,1023.44,890.63,1000,992.19,1007.81,1023.44,976.56,1023.44,953.13,1062.5,1085.94,1968.75,1125,1992.19,992.19,1070.31,1054.69,1921.88,1039.06,960.94,968.75,960.94,984.38,976.56,976.56,992.19,898.44,937.5,984.38,992.19,976.56
2567.6059,1712.78,720.41,1031.25,1015.63,898.44,992.19,992.19,1015.63,1015.63,976.56,1039.06,945.31,1046.88,1070.31,1960.94,1101.56,1992.19,992.19,1062.5,1054.69,1906.25,1023.44,976.56,976.56,968.75,984.38,968.75,984.38,992.19,890.63,929.69,984.38,992.19,984.38
2567.9089,1704.69,729.1,1023.44,1023.44,898.44,1000,992.19,1007.81,1023.44,976.56,1039.06,945.31,1054.69,1070.31,1968.75,1109.38,1992.19,984.38,1062.5,1054.69,1914.06,1023.44,960.94,968.75,976.56,984.38,976.56,992.19,992.19,890.63,929.69,992.19,992.19,984.38
2569.0072,1696.12,741.65,1023.44,1023.44,898.44,1000,984.38,1007.81,1015.63,976.56,1039.06,953.13,1046.88,1070.31,1945.31,1101.56,1992.19,976.56,1062.5,1054.69,1906.25,1031.25,984.38,976.56,984.38,984.38,976.56,992.19,1000,898.44,953.13,992.19,1000,992.19
2569.4617,1688.63,758.52,1031.25,1015.63,898.44,1007.81,984.38,1015.63,1023.44,984.38,1031.25,953.13,1039.06,1062.5,1945.31,1101.56,1992.19,992.19,1062.5,1054.69,1945.31,1031.25,976.56,976.56,976.56,984.38,984.38,1000,1000,906.25,953.13,1007.81,1007.81,992.19
2569.8404,1684.79,773.48,1023.44,1023.44,898.44,1000,984.38,1007.81,1015.63,976.56,1039.06,953.13,1046.88,1070.31,1968.75,1109.38,1992.19,992.19,1062.5,1054.69,1906.25,1031.25,976.56,976.56,976.56,984.38,976.56,992.19,1007.81,906.25,945.31,1000,1007.81,1000
2570.1434,1683.4,786.71,1015.63,1015.63,898.44,1000,992.19,1007.81,1031.25,984.38,1046.88,953.13,1046.88,1070.31,1960.94,1109.38,1992.19,984.38,1062.5,1062.5,1906.25,1039.06,984.38,976.56,976.56,976.56,976.56,992.19,1000,906.25,953.13,1007.81,1007.81,1007.81
2570.5221,1683.88,801.41,1031.25,1015.63,898.44,1000,992.19,1007.81,1015.63,992.19,1039.06,960.94,1039.06,1070.31,1953.13,1109.38,1992.19,992.19,1070.31,1070.31,1906.25,1039.06,984.38,976.56,976.56,984.38,992.19,992.19,1000,914.06,953.13,1007.81,1007.81,1007.81
2570.9388,1684.23,815.75,1015.63,1015.63,898.44,1007.81,992.19,1007.81,1015.63,992.19,1039.06,953.13,1046.88,1070.31,1953.13,1109.38,1992.19,1000,1062.5,1062.5,1921.88,1031.25,976.56,984.38,984.38,992.19,976.56,992.19,1000,906.25,960.94,1007.81,1007.81,1000
2571.2039,1685.07,828.27,1023.44,1031.25,890.63,1000,992.19,1015.63,1023.44,984.38,1046.88,960.94,1054.69,1070.31,1953.13,1109.38,1992.19,984.38,1070.31,1062.5,1968.75,1039.06,976.56,984.38,976.56,984.38,984.38,1000,1007.81,906.25,960.94,1007.81,1007.81,1000
2571.3554,1687.82,840.9,1031.25,1023.44,898.44,1007.81,992.19,1007.81,1023.44,984.38,1039.06,960.94,1046.88,1070.31,1953.13,1109.38,1992.19,1000,1070.31,1062.5,1953.13,1039.06,976.56,976.56,976.56,984.38,984.38,992.19,1000,914.06,960.94,1023.44,1015.63,1000
2571.6584,1690.77,852.75,1023.44,1031.25,898.44,1000,992.19,1007.81,1023.44,976.56,1039.06,960.94,1046.88,1070.31,1960.94,1125,1992.19,992.19,1062.5,1070.31,1914.06,1039.06,976.56,976.56,976.56,992.19,984.38,992.19,1007.81,914.06,960.94,1007.81,1007.81,1007.81
2572.0371,1695.96,861.54,1023.44,1023.44,906.25,1000,984.38,1007.81,1023.44,992.19,1046.88,968.75,1046.88,1078.13,1960.94,1109.38,1992.19,1000,1070.31,1070.31,1914.06,1039.06,976.56,984.38,976.56,984.38,976.56,992.19,1007.81,914.06,953.13,1000,1007.81,1007.81
2572.4537,1703.65,870.17,1023.44,1023.44,898.44,1007.81,992.19,1015.63,1023.44,984.38,1046.88,960.94,1054.69,1085.94,1953.13,1117.19,1992.19,1000,1070.31,1062.5,1906.25,1039.06,976.56,976.56,984.38,992.19,984.38,1000,1000,906.25,984.38,1007.81,1015.63,992.19
2572.7188,1712.7,878.58,1031.25,1023.44,898.44,1015.63,992.19,1015.63,1031.25,984.38,1046.88,960.94,1054.69,1078.13,1953.13,1117.19,1992.19,1000,1070.31,1070.31,1921.88,1039.06,976.56,976.56,976.56,992.19,984.38,992.19,1007.81,914.06,945.31,1015.63,1007.81,1007.81
2573.1354,1721.79,883.93,1015.63,1031.25,898.44,1000,1000,1007.81,1023.44,984.38,1054.69,953.13,1054.69,1078.13,1968.75,1125,1992.19,1000,1070.31,1070.31,1906.25,1046.88,976.56,976.56,976.56,992.19,984.38,1000,1007.81,906.25,953.13,1007.81,1007.81,1000
